"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","334","should reject empty user ID","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > PUT /UserManagement/updateuserroleinusers","Admin-API/UserManagement.spec.js","",""
"","333","should invite user with minimal data","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > POST /UserManagement/inviteuser","Admin-API/UserManagement.spec.js","",""
"","1","PUT /api/Tenant/storecertificatetemplate - Skipped (requires multipart/form-data with signature)","","2026-01-27","skipped","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","1338","Step 1: CREATE - POST /ContentDocument/createcontentdocument","","2026-01-27","failed","2026-01-27","Document API > ✅ Document - CRUD Flow","Course/Document.spec.js","",""
"","1645","GET /api/Tenant/gettenantsbydomianname - Should return tenant by domain name or 404","","2026-01-27","passed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","419","Step 1: CREATE - POST /ChatSession/startchatsession","","2026-01-27","failed","2026-01-27","Chat Session Management API - Comprehensive Testing > ✅ Chat Session - CRUD Flow","Client-API/ChatSession.spec.js","",""
"","0","POST /api/Tenant/updatelearninginsights - Should update learning insights","","2026-01-27","skipped","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","561","should get video details by ID","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/details/{videoId}","Marketing-API/CourseData.spec.js","",""
"","57","Step 2: GET - Verify session after CREATE","","2026-01-27","skipped","2026-01-27","Chat Session Management API - Comprehensive Testing > ✅ Chat Session - CRUD Flow","Client-API/ChatSession.spec.js","",""
"","1225","Wishlist Operations - Toggle Add/Remove","","2026-01-27","failed","2026-01-27","Subscription Management API - Comprehensive Testing > âœ… Subscription - Additional Operations","Client-API/Subscription.spec.js","",""
"","2965","POST /api/Tenant/createcustomer - Should fail with invalid email","","2026-01-27","passed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","353","should create config with minimal fields","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Payment Gateway Config - Operations","Admin-API/VisibilityTenantSettings.spec.js","",""
"Validate API handles invalid user IDs","428","UserNotification API - Invalid User ID","","2026-01-27","passed","2026-01-27","User Notification Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/UserNotification.spec.js","",""
"","502","should update section visibility status","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > Section Visibility and Publishing","Marketing-API/PageSection.spec.js","",""
"","365","should retrieve all available languages","","2026-01-27","failed","2026-01-27","Admin API - UserManagement Tests > GET /UserManagement/getalllanguages","Admin-API/UserManagement.spec.js","",""
"Validate API rejects subscription plan creation with missing required fields","475","Subscription API - Invalid Plan Creation (Missing Required Fields)","","2026-01-27","passed","2026-01-27","Subscription Management API - Comprehensive Testing","Client-API/Subscription.spec.js","",""
"","504","NEGATIVE: should handle non-existent static content ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Static Content - GET /api/PageSectionStaticContent/pagesectionstaticcontent/{id}","Marketing-API/PageContent.spec.js","",""
"Complete quiz execution flow: Create Question Set -> Get Question Set -> Start Quiz -> Get User Score","623","Quiz API - Quiz Execution Flow: Create Question Set, Start Quiz, Get Score","","2026-01-27","failed","2026-01-27","Quiz Management API","Client/QuizCrud.spec.js","",""
"","342","should retrieve all templates","","2026-01-27","passed","2026-01-27","Admin API - Notification Tests > Notification Template - Additional Tests","Admin-API/Notification.spec.js","",""
"Validate API handles invalid pagination","349","Certificates API - Invalid Pagination Parameters","","2026-01-27","passed","2026-01-27","Certificates Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/Certificates.spec.js","",""
"","351","should handle deletion of non-existent config","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Payment Gateway Config - Operations","Admin-API/VisibilityTenantSettings.spec.js","",""
"","514","NEGATIVE: should return conflict if content has dependencies","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Dynamic Content - DELETE /api/PageSectionDynamicContent/pagesectiondynamiccontent/{id}","Marketing-API/PageContent.spec.js","",""
"","499","should create new page section with valid data","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > POST /api/PageSection/pagesection","Marketing-API/PageSection.spec.js","",""
"Validate API rejects unauthorized session operations","1243","ChatSession API - Unauthorized Access","","2026-01-27","passed","2026-01-27","Chat Session Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/ChatSession.spec.js","",""
"","466","NEGATIVE: should reject invalid email format","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/validateemail","Marketing-API/CourseData.spec.js","",""
"","28","Step 3: UPDATE - PUT /api/Course/updatecourse","","2026-01-27","skipped","2026-01-27","Course API - Course Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","19","Step 5: DELETE - DELETE /Subscription/removesubscriptionplan","","2026-01-27","skipped","2026-01-27","Subscription Management API - Comprehensive Testing > âœ… Subscription Plan - CRUD Flow","Client-API/Subscription.spec.js","",""
"","17","Step 5: DELETE - DELETE /UserNotification/Deletenotificationpreferences","","2026-01-27","skipped","2026-01-27","User Notification Management API - Comprehensive Testing > ✅ Notification Preference - CRUD Flow","Client-API/UserNotification.spec.js","",""
"","474","should invite user with valid data","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > POST /api/CourseData/inviteuser","Marketing-API/CourseData.spec.js","",""
"","456","Check Users Under Course","","2026-01-27","failed","2026-01-27","Chat Session Management API - Comprehensive Testing > ✅ Chat Session - Additional Operations","Client-API/ChatSession.spec.js","",""
"","349","should retrieve configuration by tenant ID","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Configuration - Additional Tests","Admin-API/VisibilityTenantSettings.spec.js","",""
"","19","Step 6: GET - Verify deletion - GET /api/CourseSection/getallcoursesectionbycourseid","","2026-01-27","skipped","2026-01-27","Course API - CourseSection Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","16","Step 2: GET - GET /api/CourseSkill/getallcourseskillbycourseid","","2026-01-27","skipped","2026-01-27","Course API - CourseSkill Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"Validate API handles deletion of non-existent badges","466","Badges API - Delete Non-existent Badge","","2026-01-27","passed","2026-01-27","Badges Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/Badges.spec.js","",""
"","51","Step 4: GET - Verify document after UPDATE","","2026-01-27","skipped","2026-01-27","Document API > ✅ Document - CRUD Flow","Course/Document.spec.js","",""
"","327","should handle non-existent tenant payment config","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Payment Gateway Config - Operations","Admin-API/VisibilityTenantSettings.spec.js","",""
"","359","should retrieve payment gateway config","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Payment Gateway Config - Operations","Admin-API/VisibilityTenantSettings.spec.js","",""
"","64","Step 2: GET - Verify preference after CREATE (No GET endpoint available)","","2026-01-27","skipped","2026-01-27","User Notification Management API - Comprehensive Testing > ✅ Notification Preference - CRUD Flow","Client-API/UserNotification.spec.js","",""
"","488","should get audio by ID","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/getbyaudioid","Marketing-API/CourseData.spec.js","",""
"Complete validation of Course API including create, get, update, delete, and get all operations","7871","Course - Complete CRUD Operations","","2026-01-27","failed","2026-01-27","Course API","Course/Course.spec.js","",""
"Validate the getplanById endpoint returns correct plan details with courses","532","Subscription API - Get Plan By ID Validation","","2026-01-27","failed","2026-01-27","Subscription Management API","Client/Subscription.spec.js","",""
"","371","should create notification with minimal fields","","2026-01-27","passed","2026-01-27","Admin API - Notification Tests > Notification - Additional Tests","Admin-API/Notification.spec.js","",""
"","17","Step 6: GET - Verify audio after DELETE","","2026-01-27","skipped","2026-01-27","Audio API > ✅ Audio - CRUD Flow","Course/Audio.spec.js","",""
"","20","Step 5: DELETE - DELETE /Notification/deletenotificationtemplate","","2026-01-27","skipped","2026-01-27","Admin API - Notification Tests > Notification Template - CRUD Flow","Admin-API/Notification.spec.js","",""
"","21","Step 4: GET - Verify update - GET /api/ContentDocument/getbyidcontentdocument","","2026-01-27","skipped","2026-01-27","Course API - ContentDocument Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","318","Setup: Create parent course for skill tests","","2026-01-27","passed","2026-01-27","Course API - CourseSkill Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","23","Step 2: GET - GET /api/ContentDocument/getbyidcontentdocument","","2026-01-27","skipped","2026-01-27","Course API - ContentDocument Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","526","should get active dynamic content","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Dynamic Content - GET /api/PageSectionDynamicContent/pagesectiondynamiccontent/active [DEPRECATED]","Marketing-API/PageContent.spec.js","",""
"","16","Step 1: CREATE - POST /api/CourseLession/createcourselession","","2026-01-27","skipped","2026-01-27","Course API - CourseLession Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","514","should get marketing page by valid ID","","2026-01-27","failed","2026-01-27","Marketing API - Marketing Pages Endpoints > GET /api/Marketingpages/marketingpages/{id}","Marketing-API/MarketingPages.spec.js","",""
"Validate API rejects unauthorized category operations","1315","Category API - Unauthorized Operations","","2026-01-27","passed","2026-01-27","Category Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/Categories.spec.js","",""
"","1541","should retrieve all feature flags","","2026-01-27","failed","2026-01-27","Admin API - FeatureFlag Tests > GET /FeatureFlag/getfeatureflags","Admin-API/FeatureFlag.spec.js","",""
"Validate API rejects invalid numeric values (negative, zero, out of range)","478","Subscription API - Invalid Numeric Values","","2026-01-27","passed","2026-01-27","Subscription Management API - Comprehensive Testing","Client-API/Subscription.spec.js","",""
"Validate API handles deletion of non-existent documents","334","Sessions API - Delete Non-existent Document","","2026-01-27","passed","2026-01-27","Webinar Sessions Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/Sessions.spec.js","",""
"Validate API handles invalid user IDs","341","Certificates API - Invalid User ID","","2026-01-27","passed","2026-01-27","Certificates Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/Certificates.spec.js","",""
"Validate error handling for invalid question operations","1394","Quiz API - Negative Tests: Invalid Question Operations","","2026-01-27","failed","2026-01-27","Quiz Management API","Client/QuizCrud.spec.js","",""
"Complete validation of Course Lesson API with Audio content","557","Course Lesson (Audio) - Complete CRUD Operations","","2026-01-27","failed","2026-01-27","Course Lesson API","Course/CourseLesson.spec.js","",""
"","340","should create multiple notification templates","","2026-01-27","passed","2026-01-27","Admin API - Notification Tests > Notification Template - Additional Tests","Admin-API/Notification.spec.js","",""
"","499","should create new dynamic content with valid data","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Dynamic Content - POST /api/PageSectionDynamicContent/pagesectiondynamiccontent","Marketing-API/PageContent.spec.js","",""
"","338","should reject update without user ID","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > PUT /UserManagement/updateuserprofile","Admin-API/UserManagement.spec.js","",""
"Complete validation of Course Lesson API with Video content","1345","Course Lesson (Video) - Complete CRUD Operations","","2026-01-27","failed","2026-01-27","Course Lesson API","Course/CourseLesson.spec.js","",""
"","488","should delete existing page section","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > DELETE /api/PageSection/pagesection/{id}","Marketing-API/PageSection.spec.js","",""
"","338","should invite single user in bulk format","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > POST /UserManagement/bulkinviteuser","Admin-API/UserManagement.spec.js","",""
"","2038","POST /api/Tenant/createlearninginsights - Should fail with incomplete data","","2026-01-27","passed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","503","NEGATIVE: should return conflict if section has dependencies","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > DELETE /api/PageSection/pagesection/{id}","Marketing-API/PageSection.spec.js","",""
"","383","Step 1: CREATE - POST /api/Video/create","","2026-01-27","failed","2026-01-27","Course API - Video Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","1358","Step 1: CREATE - POST /Audio/createaudio","","2026-01-27","failed","2026-01-27","Audio API > ✅ Audio - CRUD Flow","Course/Audio.spec.js","",""
"","17","Step 5: DELETE - DELETE /Audio/deletebyidaudio","","2026-01-27","skipped","2026-01-27","Audio API > ✅ Audio - CRUD Flow","Course/Audio.spec.js","",""
"","1625","GET /api/Tenant/getvisibilityconfigurationtype - Should return visibility configuration or 404","","2026-01-27","passed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","14","Step 3: UPDATE - PUT /api/CourseLession/updatecourselession","","2026-01-27","skipped","2026-01-27","Course API - CourseLession Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"Complete validation of Certificates API operations","773","Certificates API - Complete Operations (Positive)","","2026-01-27","failed","2026-01-27","Certificates Management API - Comprehensive Testing > ✅ POSITIVE TEST CASES","Client-API/Certificates.spec.js","",""
"","0","POST /api/Tenant/createlearninginsights - Should create single learning insight","","2026-01-27","skipped","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","50","Step 3: UPDATE - PUT /api/Audio/updateaudio","","2026-01-27","skipped","2026-01-27","Course API - Audio Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","29","Step 2: GET - Verify plan after CREATE","","2026-01-27","skipped","2026-01-27","Subscription Management API - Comprehensive Testing > âœ… Subscription Plan - CRUD Flow","Client-API/Subscription.spec.js","",""
"","19","Step 4: GET - Verify update - GET /api/Video/details/{videoId}","","2026-01-27","skipped","2026-01-27","Course API - Video Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","506","NEGATIVE: should reject non-numeric ID","","2026-01-27","failed","2026-01-27","Marketing API - Marketing Pages Endpoints > GET /api/Marketingpages/marketingpages/{id}","Marketing-API/MarketingPages.spec.js","",""
"","519","NEGATIVE: should reject update with invalid data","","2026-01-27","failed","2026-01-27","Marketing API - Marketing Pages Endpoints > PUT /api/Marketingpages/marketingpages","Marketing-API/MarketingPages.spec.js","",""
"","1126","Setup: Create parent course for section tests","","2026-01-27","passed","2026-01-27","Course API - CourseSection Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","19","Step 4: GET - Verify audio after UPDATE","","2026-01-27","skipped","2026-01-27","Audio API > ✅ Audio - CRUD Flow","Course/Audio.spec.js","",""
"Validate the invalidatecategorycaches endpoint clears category caches successfully","1654","Category API - Invalidate Category Caches","","2026-01-27","failed","2026-01-27","Category Management API","Client/Categories.spec.js","",""
"","476","GET /api/Course/coursecontenttypes","","2026-01-27","failed","2026-01-27","Course API - Course Module CRUD Flow > Lookup Endpoints","Course-API/CourseAPI.spec.js","",""
"","1521","should get all categories or return empty list","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/categories","Marketing-API/CourseData.spec.js","",""
"","488","GET /api/Course/courseslevels","","2026-01-27","failed","2026-01-27","Course API - Course Module CRUD Flow > Lookup Endpoints","Course-API/CourseAPI.spec.js","",""
"","25","Step 4: GET - Verify update - GET /api/Audio/getbyaudioid","","2026-01-27","skipped","2026-01-27","Course API - Audio Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","1305","should return 304 when no changes made","","2026-01-27","failed","2026-01-27","Marketing API - Marketing Pages Endpoints > PUT /api/Marketingpages/marketingpages","Marketing-API/MarketingPages.spec.js","",""
"","548","NEGATIVE: should reject invalid rating","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Product Details - POST /api/SectionProductDetails/sectionproductdetails","Marketing-API/PageContent.spec.js","",""
